Player,Age,Tm,G,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,Share_mvp,Rank_mvp,got_votes_mvp,is_mvp,gp_pct
Marty Conlon,27,MIL,82,25.200,5.200,1.300,0.500,0.200,9.900,7.900,0.532,0.400,0.276,0.538,0.613,1.500,2.700,13.600,0.556,18.300,-0.200,3.100,12.400,9.000,1.100,0.600,14.400,0.073,-2.400,1995,7.200,0.000,,0,0,1.000
Dale Davis,25,IND,74,31.700,9.400,0.800,1.000,1.600,10.600,7.800,0.563,0.000,0.000,0.563,0.533,1.700,3.000,16.100,0.570,15.900,1.700,6.800,17.900,4.000,1.600,3.800,15.200,0.140,0.900,1995,12.800,0.000,,0,0,0.902
Todd Day,25,MIL,82,33.100,3.900,1.600,1.300,0.800,16.000,12.800,0.424,5.100,0.390,0.502,0.754,1.900,3.500,14.400,0.546,22.100,1.300,4.800,7.100,8.300,2.000,1.700,11.600,0.085,-0.100,1995,7.600,0.000,,0,0,1.000
Vinny Del Negro,28,SAS,75,31.500,2.600,3.000,0.800,0.200,12.500,10.200,0.486,2.200,0.407,0.529,0.790,0.700,2.400,13.800,0.560,16.700,1.600,6.800,4.600,14.600,1.300,0.400,6.300,0.138,0.700,1995,6.600,0.000,,0,0,0.915
Vlade Divac,26,LAL,80,35.100,10.400,4.100,1.400,2.200,16.000,12.000,0.507,0.700,0.189,0.512,0.777,2.600,3.800,20.500,0.568,20.400,4.100,9.500,16.300,18.000,2.000,4.300,15.400,0.162,3.900,1995,18.100,0.000,,0,0,0.976
Sherman Douglas,28,BOS,65,31.500,2.600,6.900,1.200,0.000,14.700,11.800,0.475,1.300,0.244,0.488,0.689,2.500,2.300,17.000,0.530,22.400,1.700,4.200,4.800,34.900,2.000,0.100,15.300,0.099,1.200,1995,10.700,0.000,,0,0,0.793
Chris Dudley,29,POR,82,27.400,9.300,0.400,0.500,1.500,5.500,5.400,0.406,0.000,0.000,0.406,0.464,1.000,3.500,10.900,0.424,11.400,-0.600,4.100,19.200,2.100,1.000,4.200,13.300,0.087,-3.000,1995,11.700,0.000,,0,0,1.000
Joe Dumars,31,DET,67,38.000,2.400,5.500,1.100,0.100,18.100,14.500,0.430,5.000,0.305,0.483,0.805,3.300,2.300,13.900,0.541,23.600,-0.300,1.700,3.600,23.700,1.500,0.200,16.300,0.032,-2.400,1995,9.100,0.000,,0,0,0.817
Kevin Edwards,29,NJN,14,33.300,2.600,1.900,1.400,0.400,14.000,11.000,0.448,3.200,0.400,0.506,0.952,2.500,3.000,11.700,0.568,19.600,0.000,0.600,4.300,9.800,2.100,0.700,16.900,0.061,-2.000,1995,6.300,0.000,,0,0,0.171
Sean Elliott,26,SAS,81,35.300,3.500,2.500,1.000,0.500,18.100,13.200,0.468,4.100,0.408,0.532,0.807,1.900,2.700,16.000,0.587,21.600,2.800,8.700,5.700,11.300,1.400,0.900,10.800,0.147,1.900,1995,7.500,0.000,,0,0,0.988
Corey Gaines,29,PHI,11,25.500,1.600,3.000,0.700,0.100,5.000,4.600,0.471,1.400,0.133,0.490,0.455,1.300,2.100,7.200,0.492,11.100,-0.100,0.100,3.700,17.900,1.500,0.300,20.000,0.013,-4.200,1995,5.400,0.000,,0,0,0.134
Winston Garland,30,MIN,73,26.500,2.300,4.400,1.000,0.200,6.100,5.600,0.415,1.000,0.253,0.438,0.795,1.400,2.500,10.100,0.488,13.400,-0.300,1.200,5.300,26.700,1.900,0.500,18.600,0.030,-2.600,1995,7.900,0.000,,0,0,0.890
Chris Gatling,27,GSW,58,25.300,7.600,0.900,0.700,0.900,13.700,8.800,0.633,0.000,0.000,0.633,0.592,2.000,3.200,19.500,0.640,21.200,0.800,3.900,16.700,5.900,1.300,2.400,15.800,0.129,0.100,1995,10.100,0.000,,0,0,0.707
Kendall Gill,26,SEA,73,29.100,4.000,2.600,1.600,0.400,13.700,11.800,0.457,2.300,0.368,0.494,0.742,1.900,2.500,15.200,0.527,22.200,1.400,4.600,8.100,13.900,2.800,1.000,12.700,0.103,0.500,1995,8.600,0.000,,0,0,0.890
Armen Gilliam,30,NJN,82,30.100,7.500,1.200,0.800,1.100,14.800,11.000,0.503,0.000,0.000,0.503,0.770,1.900,2.100,18.100,0.562,21.800,1.700,6.600,13.600,7.200,1.400,2.500,12.400,0.128,0.700,1995,10.600,0.000,,0,0,1.000
Brian Grant,22,SAC,80,28.600,7.500,1.200,0.600,1.500,13.200,10.100,0.511,0.100,0.250,0.511,0.636,2.000,3.500,16.500,0.546,22.000,1.000,5.300,15.200,7.400,1.100,3.800,14.400,0.112,-0.200,1995,10.800,0.000,,0,0,0.976
Horace Grant,29,ORL,74,36.400,9.700,2.300,1.000,1.200,12.800,9.600,0.567,0.100,0.000,0.567,0.692,1.100,2.700,16.900,0.593,14.100,2.700,9.500,15.200,8.900,1.400,2.200,9.600,0.169,2.000,1995,14.200,0.000,,0,0,0.902
A.C. Green,31,PHO,82,32.800,8.200,1.500,0.700,0.400,11.200,7.500,0.504,1.500,0.339,0.539,0.732,1.400,1.800,14.200,0.596,14.200,1.300,6.700,14.300,6.500,1.000,0.800,12.900,0.120,-0.100,1995,10.800,0.000,,0,0,1.000
Tim Hardaway,28,GSW,62,37.400,3.100,9.300,1.400,0.200,20.100,16.200,0.427,7.200,0.378,0.510,0.760,3.500,2.500,18.300,0.550,24.500,2.700,5.100,4.500,40.000,1.900,0.400,15.900,0.105,2.600,1995,14.000,0.000,,0,0,0.756
Derek Harper,33,NYK,80,34.000,2.400,5.700,1.000,0.100,11.500,9.500,0.446,3.700,0.363,0.516,0.724,1.900,2.700,12.600,0.547,16.700,1.500,6.400,4.200,26.700,1.500,0.300,15.200,0.113,0.200,1995,9.200,0.000,,0,0,0.976
Hersey Hawkins,28,CHH,82,33.300,3.800,3.200,1.500,0.200,14.300,9.900,0.482,3.600,0.440,0.563,0.867,1.800,2.200,16.300,0.622,18.500,3.100,8.700,6.800,15.300,2.400,0.500,13.700,0.153,2.500,1995,8.700,0.000,,0,0,1.000
Grant Hill,22,DET,70,38.300,6.400,5.000,1.800,0.900,19.900,15.200,0.477,0.400,0.148,0.479,0.732,2.900,2.900,19.000,0.541,24.900,2.700,5.400,9.700,22.500,2.400,1.700,13.500,0.097,2.000,1995,14.100,0.000,,0,0,0.854
Tyrone Hill,26,CLE,70,34.200,10.900,0.800,0.800,0.600,13.800,9.900,0.504,0.000,0.000,0.504,0.662,2.200,3.500,16.800,0.554,20.400,0.400,6.900,19.900,4.200,1.300,1.400,14.800,0.138,-1.300,1995,13.100,0.000,,0,0,0.854
Jeff Hornacek,31,UTA,81,33.300,2.600,4.300,1.600,0.200,16.500,11.600,0.514,2.700,0.406,0.562,0.882,1.800,2.200,18.600,0.620,20.600,3.900,10.100,4.900,20.100,2.500,0.500,11.800,0.179,3.800,1995,8.700,0.000,,0,0,0.988
Robert Horry,24,HOU,64,32.400,5.100,3.400,1.500,1.200,10.200,8.400,0.447,3.500,0.379,0.527,0.761,1.900,2.500,13.500,0.556,15.300,2.100,4.200,9.000,15.200,2.300,2.500,17.200,0.097,2.100,1995,11.200,0.000,,0,0,0.780
Allan Houston,23,DET,76,26.300,2.200,2.200,0.800,0.200,14.500,11.300,0.463,4.900,0.424,0.555,0.860,1.500,2.400,16.400,0.589,23.500,1.400,3.800,4.900,14.300,1.600,0.500,10.800,0.091,0.700,1995,5.400,0.000,,0,0,0.927
Juwan Howard,21,WSB,65,36.100,8.400,2.500,0.800,0.200,17.000,14.300,0.489,0.100,0.000,0.489,0.664,2.600,3.600,15.000,0.521,22.800,-0.100,2.800,13.400,11.600,1.100,0.500,13.500,0.057,-2.200,1995,11.900,0.000,,0,0,0.793
Jim Jackson,24,DAL,51,38.900,5.100,3.700,0.500,0.200,25.700,20.100,0.472,2.200,0.318,0.489,0.805,3.100,1.800,18.900,0.549,28.200,2.000,4.900,7.100,17.000,0.700,0.400,11.800,0.118,2.000,1995,9.500,0.000,,0,0,0.622
Mark Jackson,29,IND,82,29.300,3.700,7.500,1.300,0.200,7.600,6.900,0.422,1.100,0.310,0.446,0.778,2.600,1.800,14.000,0.493,16.100,1.900,4.500,7.700,39.200,2.300,0.500,24.900,0.090,1.200,1995,12.700,0.000,,0,0,1.000
Avery Johnson,29,SAS,82,36.700,2.500,8.200,1.400,0.200,13.400,10.500,0.519,0.300,0.136,0.521,0.685,2.500,1.900,15.700,0.554,17.500,2.400,8.000,3.900,33.400,1.900,0.300,17.300,0.128,1.200,1995,12.300,0.000,,0,0,1.000
Kevin Johnson,28,PHO,47,28.800,2.400,7.700,1.000,0.400,15.500,11.100,0.470,0.600,0.154,0.474,0.810,2.200,1.900,21.000,0.561,24.200,1.900,4.800,4.900,40.100,1.700,1.000,13.900,0.169,3.500,1995,11.500,0.000,,0,0,0.573
Larry Johnson,25,CHH,81,39.900,7.200,4.600,1.000,0.300,18.800,15.000,0.480,2.600,0.386,0.513,0.774,2.600,2.100,17.100,0.555,22.600,3.200,8.500,10.700,19.400,1.300,0.600,13.100,0.126,2.000,1995,13.100,0.000,,0,0,0.988
Eddie Jones,23,LAL,64,31.000,3.900,2.000,2.000,0.600,14.000,11.600,0.460,3.800,0.370,0.521,0.722,1.200,2.700,16.300,0.548,19.400,2.100,5.000,7.000,9.900,3.300,1.400,8.400,0.122,2.300,1995,8.500,0.000,,0,0,0.780
Popeye Jones,24,DAL,80,29.800,10.600,2.000,0.400,0.300,10.300,10.500,0.443,0.200,0.083,0.444,0.645,1.600,3.300,13.800,0.462,17.600,-0.300,3.600,19.100,10.500,0.700,0.800,12.200,0.073,-2.600,1995,13.300,0.000,,0,0,0.976
Shawn Kemp,25,SEA,82,32.700,10.900,1.800,1.200,1.500,18.700,12.200,0.547,0.100,0.286,0.548,0.749,3.200,4.100,21.700,0.610,24.400,2.500,10.600,19.800,8.800,1.900,3.500,17.100,0.190,1.700,1995,15.400,0.000,,0,0,1.000
Toni Kukoč,26,CHI,81,31.900,5.400,4.600,1.300,0.200,15.700,11.900,0.504,2.400,0.313,0.536,0.748,2.000,2.000,19.800,0.575,21.900,4.100,10.000,10.000,23.400,2.100,0.500,13.000,0.185,4.300,1995,11.500,0.000,,0,0,0.988
Christian Laettner,25,MIN,81,34.200,7.600,2.900,1.200,1.100,16.300,11.400,0.489,0.500,0.325,0.496,0.818,2.800,3.700,17.700,0.580,22.500,2.200,6.200,13.600,15.500,1.900,2.400,16.500,0.108,1.100,1995,12.800,0.000,,0,0,0.988
Andrew Lang,28,ATL,82,28.500,5.600,0.900,0.500,1.800,9.700,8.300,0.473,0.000,0.667,0.474,0.809,1.300,3.300,13.100,0.523,16.800,0.000,4.900,11.300,5.000,1.000,4.600,12.400,0.100,-1.900,1995,8.800,0.000,,0,0,1.000
Don MacLean,25,WSB,39,27.000,4.200,1.300,0.400,0.100,11.000,9.300,0.438,1.000,0.250,0.452,0.765,1.100,2.500,11.700,0.511,19.300,-0.600,1.100,9.000,7.500,0.700,0.200,9.500,0.051,-4.300,1995,6.000,0.000,,0,0,0.476
Dan Majerle,29,PHO,82,37.700,4.600,4.100,1.200,0.500,15.600,12.600,0.425,6.700,0.363,0.521,0.730,1.300,1.900,15.100,0.555,17.600,3.100,7.700,7.000,15.600,1.600,0.900,8.300,0.120,1.900,1995,10.400,0.000,,0,0,1.000
Jeff Malone,33,PHI,19,34.700,2.900,1.500,0.800,0.000,18.400,14.900,0.507,1.500,0.393,0.526,0.864,1.500,1.800,15.900,0.565,22.900,0.200,1.300,4.900,8.300,1.200,0.000,8.600,0.094,-0.600,1995,5.200,0.000,,0,0,0.232
Danny Manning,28,PHO,46,32.800,6.000,3.300,0.900,1.200,17.900,13.500,0.547,0.500,0.286,0.551,0.673,2.600,3.800,18.100,0.578,23.800,1.100,3.400,10.500,16.400,1.400,2.800,14.500,0.109,0.800,1995,11.400,0.000,,0,0,0.561
Jamal Mashburn,22,DAL,80,37.300,4.100,3.700,1.000,0.100,24.100,19.600,0.436,4.300,0.328,0.472,0.739,2.900,2.400,17.300,0.526,28.600,2.000,6.300,6.000,17.200,1.400,0.200,11.400,0.102,0.700,1995,8.900,0.000,,0,0,0.976
Anthony Mason,28,NYK,77,32.400,8.400,3.100,0.900,0.300,9.900,6.600,0.566,0.000,0.000,0.566,0.641,1.600,3.300,14.900,0.599,14.000,2.500,8.600,15.300,15.000,1.500,0.600,16.200,0.166,1.900,1995,12.700,0.000,,0,0,0.939
Tony Massenburg,27,LAC,80,26.600,5.700,0.800,0.600,0.700,9.300,7.500,0.469,0.000,0.000,0.469,0.753,1.500,3.200,11.700,0.526,16.800,-1.000,2.200,12.600,4.900,1.100,2.000,14.300,0.049,-3.900,1995,7.800,0.000,,0,0,0.976
Vernon Maxwell,29,HOU,64,31.800,2.600,4.300,1.200,0.200,13.300,12.100,0.394,6.900,0.324,0.486,0.688,2.100,2.500,11.900,0.508,21.500,0.200,1.900,4.600,20.700,1.900,0.400,14.000,0.044,-1.700,1995,8.300,0.000,,0,0,0.780
Derrick McKey,28,IND,81,34.600,4.900,3.400,1.500,0.600,13.300,10.300,0.493,1.100,0.360,0.513,0.744,2.100,3.200,15.000,0.558,18.500,3.000,7.400,8.500,16.200,2.400,1.400,14.800,0.127,2.200,1995,10.400,0.000,,0,0,0.988
Nate McMillan,30,SEA,80,25.900,3.800,5.300,2.100,0.700,5.200,5.000,0.418,1.900,0.342,0.485,0.586,1.600,3.400,13.100,0.496,11.500,2.900,5.100,8.700,27.000,4.000,2.000,23.000,0.119,3.600,1995,11.900,0.000,,0,0,0.976
Reggie Miller,29,IND,81,32.900,2.600,3.000,1.200,0.200,19.600,13.500,0.462,5.800,0.415,0.552,0.897,1.900,1.900,20.100,0.620,24.600,4.900,11.400,4.800,16.100,2.000,0.500,10.600,0.204,5.200,1995,7.000,0.000,,0,0,0.988
Chris Mills,25,CLE,80,35.200,4.600,1.900,0.700,0.400,12.300,10.700,0.420,3.000,0.392,0.475,0.817,1.500,3.000,11.600,0.520,18.200,0.700,5.400,8.100,9.700,1.200,1.000,11.200,0.091,-1.100,1995,7.600,0.000,,0,0,0.976
Terry Mills,27,DET,72,34.900,7.800,2.200,0.900,0.500,15.500,13.000,0.447,4.000,0.382,0.505,0.799,2.000,3.500,14.700,0.543,20.900,0.500,3.700,13.000,10.400,1.400,1.000,12.300,0.071,-1.200,1995,11.400,0.000,,0,0,0.878
Eric Montross,23,BOS,78,29.700,7.300,0.500,0.400,0.800,10.000,7.400,0.534,0.000,0.000,0.534,0.635,1.400,3.800,12.100,0.565,15.000,-0.600,4.100,14.100,2.300,0.600,1.800,14.000,0.084,-3.000,1995,9.000,0.000,,0,0,0.951
Chris Morris,29,NJN,71,30.000,5.700,2.100,1.200,0.700,13.400,12.100,0.410,4.500,0.334,0.472,0.728,1.600,2.200,15.500,0.504,21.800,1.800,4.000,10.300,12.000,2.100,1.700,11.100,0.090,1.400,1995,9.700,0.000,,0,0,0.866
Alonzo Mourning,24,CHH,77,38.200,9.900,1.400,0.600,2.900,21.300,14.300,0.519,0.400,0.324,0.524,0.761,3.100,3.600,20.100,0.593,25.600,2.300,9.400,15.300,6.600,0.900,5.500,14.800,0.153,1.100,1995,14.800,0.000,,0,0,0.939
Chris Mullin,31,GSW,25,35.600,4.600,5.000,1.500,0.800,19.000,13.900,0.489,3.700,0.452,0.549,0.879,3.700,2.100,17.700,0.602,23.200,0.900,1.700,7.100,22.800,2.100,1.500,19.100,0.093,2.100,1995,11.900,0.000,,0,0,0.305
Eric Murdock,26,MIL,75,28.800,2.900,6.400,1.500,0.200,13.000,10.900,0.415,3.200,0.375,0.471,0.790,2.600,1.900,17.300,0.524,23.100,1.900,4.300,6.000,37.000,2.700,0.400,17.200,0.096,1.500,1995,11.000,0.000,,0,0,0.915
Lamond Murray,21,LAC,81,31.600,4.400,1.600,0.900,0.700,14.100,13.500,0.402,2.700,0.298,0.431,0.754,2.000,2.200,11.600,0.472,23.400,-0.900,-0.300,8.100,8.700,1.400,1.600,11.900,-0.006,-3.400,1995,7.600,0.000,,0,0,0.988
Dikembe Mutombo,28,DEN,82,37.800,12.500,1.400,0.500,3.900,11.500,7.700,0.556,0.000,,0.556,0.654,2.300,3.500,17.000,0.595,14.400,2.900,8.700,19.900,5.500,0.700,7.500,19.500,0.135,1.800,1995,18.300,0.000,,0,0,1.000
Ken Norman,30,ATL,74,25.400,4.900,1.300,0.500,0.300,12.700,11.600,0.453,3.900,0.344,0.511,0.457,1.300,2.100,14.800,0.511,24.500,0.400,3.200,11.200,9.200,1.000,0.800,9.500,0.081,-1.100,1995,7.000,0.000,,0,0,0.902
Charles Oakley,31,NYK,50,31.300,8.900,2.500,1.200,0.100,10.100,7.900,0.489,0.200,0.250,0.492,0.793,2.100,3.600,14.300,0.551,16.400,1.000,4.500,16.700,12.700,2.000,0.300,18.300,0.138,0.700,1995,12.700,0.000,,0,0,0.610
Billy Owens,25,MIA,70,32.800,7.200,3.500,1.100,0.400,14.300,11.700,0.491,0.300,0.091,0.493,0.620,2.900,2.900,15.600,0.523,22.300,1.200,3.200,12.800,17.300,1.800,1.000,17.600,0.067,0.200,1995,12.200,0.000,,0,0,0.854
Robert Pack,25,DEN,42,27.200,2.700,6.900,1.500,0.100,12.100,9.400,0.430,1.700,0.417,0.468,0.783,3.200,2.400,16.900,0.537,23.900,0.900,2.200,5.900,40.500,2.800,0.400,22.100,0.091,1.500,1995,11.200,0.000,,0,0,0.512
Sam Perkins,33,SEA,82,28.700,4.900,1.600,0.900,0.500,12.700,9.000,0.466,4.200,0.397,0.558,0.799,0.900,2.300,16.200,0.606,17.200,2.900,8.500,10.000,8.300,1.500,1.500,8.200,0.173,2.900,1995,7.900,0.000,,0,0,1.000
Chuck Person,30,SAS,81,25.100,3.200,1.300,0.600,0.100,10.800,9.300,0.423,5.500,0.387,0.537,0.647,1.300,2.400,11.500,0.549,19.400,0.800,3.600,7.200,7.900,1.100,0.400,11.400,0.085,-0.500,1995,5.200,0.000,,0,0,0.988
Bobby Phills,25,CLE,80,31.300,3.300,2.300,1.400,0.300,11.000,10.200,0.414,0.700,0.345,0.426,0.779,1.400,2.600,12.200,0.477,19.800,0.600,4.000,6.600,12.900,2.600,0.800,10.900,0.078,-1.000,1995,7.300,0.000,,0,0,0.976
Olden Polynice,30,SAC,81,31.300,9.000,0.800,0.600,0.600,10.800,8.500,0.544,0.000,1.000,0.545,0.639,1.400,2.900,14.700,0.565,15.600,0.800,6.700,16.700,4.000,1.000,1.500,12.700,0.126,-0.700,1995,11.000,0.000,,0,0,0.988
Mark Price,30,CLE,48,28.600,2.300,7.000,0.700,0.100,15.800,12.800,0.413,5.300,0.407,0.498,0.914,3.000,1.000,20.600,0.554,28.800,2.400,4.200,5.100,48.000,1.400,0.200,17.200,0.147,4.900,1995,10.100,0.000,,0,0,0.585
Dino Radja,27,BOS,66,32.500,8.700,1.700,0.900,1.300,17.200,13.900,0.490,0.000,0.000,0.490,0.759,2.400,3.500,17.900,0.537,24.500,1.100,4.500,15.400,8.700,1.400,2.700,13.100,0.102,0.000,1995,12.600,0.000,,0,0,0.805
Glen Rice,27,MIA,82,36.800,4.600,2.300,1.400,0.200,22.300,17.100,0.475,5.500,0.410,0.541,0.855,1.900,2.500,19.700,0.586,25.200,4.000,10.000,7.400,11.100,1.900,0.400,8.900,0.159,3.300,1995,8.500,0.000,,0,0,1.000
Pooh Richardson,28,LAC,80,35.800,3.300,7.900,1.600,0.200,10.900,11.200,0.394,3.100,0.357,0.442,0.648,2.100,2.700,12.600,0.459,17.100,0.200,2.100,5.400,34.100,2.300,0.300,15.200,0.036,-1.600,1995,13.000,0.000,,0,0,0.976
Mitch Richmond,29,SAC,82,38.700,4.400,3.800,1.100,0.400,22.800,18.300,0.446,5.200,0.368,0.498,0.843,2.900,2.800,17.200,0.551,27.000,3.200,8.000,6.600,17.800,1.500,0.700,12.100,0.120,2.100,1995,9.700,0.000,,0,0,1.000
Isaiah Rider,23,MIN,75,35.300,3.300,3.300,0.900,0.300,20.400,16.700,0.447,5.300,0.351,0.502,0.817,3.100,2.600,15.600,0.548,28.200,1.000,1.900,5.800,18.700,1.400,0.700,14.200,0.034,-0.500,1995,7.800,0.000,,0,0,0.915
Clifford Robinson,28,POR,75,36.300,5.600,2.600,1.100,1.100,21.300,17.600,0.452,5.100,0.371,0.506,0.694,2.100,3.200,18.300,0.538,25.500,3.800,8.700,8.800,12.200,1.500,2.200,9.600,0.153,3.500,1995,10.400,0.000,,0,0,0.915
Glenn Robinson,22,MIL,80,37.000,6.400,2.500,1.400,0.300,21.900,17.600,0.451,3.400,0.321,0.482,0.796,3.900,2.900,16.600,0.538,29.100,0.800,3.200,10.400,12.200,2.000,0.600,16.100,0.053,-0.900,1995,10.600,0.000,,0,0,0.976
Rodney Rogers,23,DEN,80,26.800,4.800,2.000,1.200,0.600,12.200,9.600,0.488,1.900,0.338,0.520,0.651,2.200,3.500,15.200,0.550,22.400,1.100,3.900,10.800,12.500,2.300,1.600,16.300,0.088,-0.100,1995,8.600,0.000,,0,0,0.976
Sean Rooks,25,MIN,80,30.100,6.100,1.200,0.400,0.900,10.900,7.700,0.470,0.100,0.000,0.470,0.761,1.800,2.600,12.600,0.555,17.600,-0.600,3.000,12.400,6.900,0.600,2.200,15.400,0.060,-3.000,1995,8.600,0.000,,0,0,0.976
Donald Royal,28,ORL,70,26.300,4.000,2.800,0.600,0.200,9.100,6.200,0.475,0.100,0.000,0.475,0.746,1.800,2.200,12.200,0.561,16.100,0.100,3.600,8.700,14.200,1.200,0.600,18.100,0.094,-1.700,1995,7.600,0.000,,0,0,0.854
John Salley,30,MIA,75,26.100,4.500,1.600,0.600,1.100,7.300,5.300,0.499,0.000,,0.499,0.739,1.300,3.700,11.400,0.563,13.200,0.400,3.600,10.100,9.100,1.200,3.300,16.600,0.089,-1.200,1995,7.800,0.000,,0,0,0.915
Detlef Schrempf,32,SEA,82,35.200,6.200,3.800,1.100,0.400,19.200,12.200,0.523,2.200,0.514,0.569,0.839,2.100,3.100,20.300,0.641,21.000,4.700,12.900,10.500,16.400,1.600,0.900,12.600,0.215,4.400,1995,11.500,0.000,,0,0,1.000
Malik Sealy,24,LAC,60,26.700,3.600,1.800,1.200,0.400,13.000,11.200,0.435,1.200,0.301,0.451,0.780,1.400,2.900,14.700,0.507,23.100,0.300,2.100,7.800,11.300,2.300,1.100,9.800,0.062,-1.200,1995,7.000,0.000,,0,0,0.732
Rony Seikaly,29,GSW,36,28.800,7.400,1.300,0.600,1.000,12.100,8.700,0.516,0.000,,0.516,0.694,2.900,3.400,12.700,0.566,19.900,-0.200,0.700,14.200,6.700,0.900,2.400,21.300,0.032,-3.000,1995,10.300,0.000,,0,0,0.439
Scott Skiles,30,WSB,62,33.500,2.600,7.300,1.100,0.100,13.000,9.400,0.455,3.700,0.421,0.537,0.886,2.800,2.200,15.700,0.599,17.800,1.300,4.500,4.400,32.400,1.700,0.200,20.400,0.103,0.600,1995,11.100,0.000,,0,0,0.756
Charles Smith,29,NYK,76,28.300,4.300,1.600,0.600,1.300,12.700,9.800,0.471,0.400,0.226,0.476,0.792,1.900,3.800,13.900,0.544,22.100,0.600,4.800,8.800,9.400,1.200,3.300,14.200,0.107,-1.000,1995,7.800,0.000,,0,0,0.927
Kenny Smith,29,HOU,81,25.100,1.900,4.000,0.900,0.100,10.400,7.300,0.484,4.100,0.429,0.604,0.851,1.500,1.300,16.200,0.640,17.300,2.100,6.100,4.400,24.100,1.800,0.300,15.700,0.144,2.000,1995,6.900,0.000,,0,0,0.988
Rik Smits,28,IND,78,30.500,7.700,1.400,0.500,1.000,17.900,13.600,0.526,0.000,0.000,0.526,0.753,2.400,3.600,19.500,0.571,27.200,1.400,7.200,15.300,9.000,0.900,2.600,13.400,0.146,0.300,1995,10.600,0.000,,0,0,0.951
Felton Spencer,27,UTA,34,26.600,7.600,0.500,0.400,0.900,9.300,6.300,0.488,0.000,,0.488,0.793,2.000,3.900,12.300,0.578,17.200,-0.300,2.000,18.000,2.700,0.700,2.900,19.900,0.104,-3.200,1995,9.400,0.000,,0,0,0.415
Latrell Sprewell,24,GSW,69,40.200,3.700,4.000,1.600,0.700,20.600,17.000,0.418,4.700,0.276,0.457,0.781,3.300,1.600,14.100,0.519,24.400,0.500,2.000,5.100,16.000,2.000,1.100,14.400,0.034,-1.200,1995,10.000,0.000,,0,0,0.841
John Starks,29,NYK,80,34.100,2.700,5.100,1.200,0.100,15.300,13.300,0.395,7.600,0.355,0.497,0.737,2.000,3.200,13.800,0.526,22.200,2.200,6.200,4.700,25.100,1.800,0.100,12.100,0.109,1.200,1995,9.100,0.000,,0,0,0.976
Bryant Stith,24,DEN,81,28.800,3.300,1.900,1.100,0.200,11.200,8.200,0.472,0.800,0.294,0.487,0.824,1.400,1.800,14.400,0.567,17.700,1.200,5.600,6.900,10.200,2.100,0.600,12.000,0.115,0.100,1995,6.500,0.000,,0,0,0.988
Rod Strickland,28,POR,64,35.400,5.000,8.800,1.900,0.100,18.900,14.800,0.466,1.900,0.374,0.490,0.745,3.300,1.800,21.600,0.544,24.600,4.200,8.500,7.900,39.900,2.800,0.300,15.800,0.179,5.300,1995,15.800,0.000,,0,0,0.780
Nick Van Exel,23,LAL,80,36.800,2.800,8.300,1.200,0.100,16.900,13.800,0.420,6.400,0.358,0.503,0.783,2.800,2.000,16.300,0.544,21.300,1.900,6.400,4.200,33.600,1.700,0.100,15.100,0.104,0.500,1995,12.400,0.000,,0,0,0.976
Loy Vaught,26,LAC,80,37.100,9.700,1.700,1.300,0.400,17.500,14.800,0.514,0.400,0.212,0.517,0.710,2.100,3.000,17.100,0.541,21.400,1.000,5.500,15.300,8.300,1.800,0.700,11.400,0.089,-0.700,1995,13.100,0.000,,0,0,0.976
Clarence Weatherspoon,24,PHI,76,39.400,6.900,2.800,1.500,0.900,18.100,16.300,0.439,0.300,0.190,0.440,0.751,2.500,2.600,15.200,0.489,23.800,1.100,3.600,10.300,12.800,2.000,1.700,12.000,0.057,-0.600,1995,12.100,0.000,,0,0,0.927
Spud Webb,31,SAC,76,32.300,2.300,6.200,1.000,0.100,11.600,9.100,0.438,1.900,0.331,0.473,0.934,2.400,1.900,13.700,0.552,17.700,1.100,5.100,4.100,29.800,1.600,0.200,18.900,0.099,-0.300,1995,9.600,0.000,,0,0,0.927
Chris Webber,21,WSB,54,38.300,9.600,4.700,1.500,1.600,20.100,17.400,0.495,2.700,0.276,0.516,0.502,3.100,3.400,20.100,0.521,25.500,2.900,4.000,14.400,21.500,2.000,2.900,13.800,0.093,3.500,1995,17.400,0.000,,0,0,0.659
David Wesley,24,BOS,51,27.100,2.300,5.200,1.600,0.200,7.400,6.100,0.409,2.300,0.429,0.490,0.755,1.700,2.800,12.900,0.533,13.800,0.900,2.600,4.900,27.200,3.000,0.400,19.700,0.091,0.500,1995,9.300,0.000,,0,0,0.622
Doug West,27,MIN,71,32.800,3.200,2.600,0.900,0.300,12.900,10.700,0.461,0.900,0.180,0.468,0.837,1.800,3.500,11.600,0.528,19.600,-0.800,1.800,6.000,14.300,1.500,0.800,12.600,0.038,-3.400,1995,7.000,0.000,,0,0,0.866
Dominique Wilkins,35,BOS,77,31.500,5.200,2.200,0.800,0.200,17.800,15.200,0.424,3.800,0.388,0.472,0.782,2.200,1.700,16.300,0.519,26.600,1.300,3.900,9.500,11.500,1.300,0.400,11.600,0.076,0.100,1995,8.400,0.000,,0,0,0.939
