Player,Age,Tm,G,MP,TRB,AST,STL,BLK,PTS,FGA,FG%,3PA,3P%,eFG%,FT%,TOV,PF,PER,TS%,USG%,VORP,WS,TRB%,AST%,STL%,BLK%,TOV%,WS/48,BPM,Year,box,Share_mvp,Rank_mvp,got_votes_mvp,is_mvp,gp_pct
Cedi Osman,23,CLE,76,32.200,4.700,2.600,0.800,0.100,13.000,11.100,0.427,4.900,0.348,0.504,0.779,1.500,2.600,11.500,0.536,18.600,-0.800,1.500,8.100,12.100,1.200,0.400,11.000,0.029,-3.200,2019,8.200,0.000,,0,0,0.927
Chris Paul,33,HOU,58,32.000,4.600,8.200,2.000,0.300,15.600,12.400,0.419,6.100,0.358,0.508,0.862,2.600,2.500,19.700,0.560,22.500,2.800,6.600,7.900,39.300,3.000,0.800,15.800,0.172,3.900,2019,15.100,0.000,,0,0,0.707
Elfrid Payton,24,NOP,42,29.800,5.200,7.600,1.000,0.400,10.600,9.800,0.434,2.500,0.314,0.475,0.743,2.700,1.900,14.000,0.502,18.300,0.200,1.500,9.100,33.500,1.600,1.100,20.100,0.058,-1.400,2019,14.200,0.000,,0,0,0.512
Taurean Prince,24,ATL,55,28.200,3.600,2.100,1.000,0.300,13.500,10.800,0.441,5.700,0.390,0.545,0.819,1.800,2.600,11.900,0.575,19.500,0.000,1.500,6.700,11.100,1.600,1.100,13.400,0.047,-2.000,2019,7.000,0.000,,0,0,0.671
Julius Randle,24,NOP,73,30.600,8.700,3.100,0.700,0.600,21.400,14.900,0.524,2.700,0.344,0.555,0.731,2.800,3.400,20.900,0.600,27.800,2.000,6.100,14.700,15.800,1.100,1.600,13.800,0.131,1.500,2019,13.100,0.000,,0,0,0.890
J.J. Redick,34,PHI,76,31.300,2.400,2.700,0.400,0.200,18.100,13.500,0.440,8.000,0.397,0.557,0.894,1.300,1.700,15.100,0.602,21.900,1.300,5.900,4.100,12.900,0.600,0.600,8.100,0.118,0.200,2019,5.700,0.000,,0,0,0.927
Josh Richardson,25,MIA,73,34.800,3.600,4.100,1.100,0.500,16.600,14.100,0.412,6.300,0.357,0.492,0.861,1.500,2.700,14.000,0.536,20.900,1.500,5.600,5.500,17.900,1.500,1.200,9.100,0.106,0.300,2019,9.300,0.000,,0,0,0.890
Rajon Rondo,32,LAL,46,29.800,5.300,8.000,1.200,0.200,9.200,9.400,0.405,3.100,0.359,0.464,0.639,2.800,2.200,12.100,0.473,17.400,0.200,1.300,9.200,35.500,1.900,0.400,22.100,0.047,-1.500,2019,14.700,0.000,,0,0,0.561
Derrick Rose,30,MIN,51,27.300,2.700,4.300,0.600,0.200,18.000,14.800,0.482,2.900,0.370,0.518,0.856,1.600,1.100,19.500,0.557,27.300,1.200,3.000,5.400,26.400,1.100,0.700,9.100,0.102,1.400,2019,7.800,0.000,,0,0,0.622
Terrence Ross,27,ORL,81,26.500,3.500,1.700,0.900,0.400,15.100,12.700,0.428,7.000,0.383,0.534,0.875,1.100,1.500,15.400,0.561,23.900,1.500,4.300,7.000,9.900,1.600,1.100,7.600,0.095,0.800,2019,6.500,0.000,,0,0,0.988
Ricky Rubio,28,UTA,68,27.900,3.600,6.100,1.300,0.100,12.700,10.700,0.404,3.700,0.311,0.458,0.855,2.600,2.600,14.000,0.520,22.700,0.900,3.700,6.900,32.100,2.300,0.400,17.800,0.095,-0.200,2019,11.100,0.000,,0,0,0.829
D'Angelo Russell,22,BRK,81,30.200,3.900,7.000,1.200,0.200,21.100,18.700,0.434,7.800,0.369,0.512,0.780,3.100,1.700,19.400,0.533,31.900,3.400,5.000,6.800,41.300,1.900,0.600,13.600,0.097,3.400,2019,12.300,0.000,,0,0,0.988
JaKarr Sampson,25,CHI,4,31.800,8.000,1.000,1.000,0.800,20.000,13.500,0.537,3.500,0.357,0.583,0.810,1.000,2.000,22.500,0.633,23.100,0.200,0.500,13.700,5.300,1.500,2.000,5.900,0.173,3.700,2019,10.800,0.000,,0,0,0.049
Tomáš Satoranský,27,WAS,80,27.100,3.500,5.000,1.000,0.200,8.900,6.600,0.485,2.000,0.395,0.545,0.819,1.500,2.200,14.100,0.590,14.100,0.700,4.700,7.000,24.600,1.800,0.500,16.700,0.104,-0.700,2019,9.700,0.000,,0,0,0.976
Dennis Schröder,25,OKC,79,29.300,3.600,4.100,0.800,0.200,15.500,14.000,0.414,4.600,0.341,0.470,0.819,2.200,2.400,12.700,0.508,24.200,0.000,2.900,6.300,20.400,1.300,0.400,12.500,0.060,-2.000,2019,8.700,0.000,,0,0,0.963
Collin Sexton,20,CLE,82,31.800,2.900,3.000,0.500,0.100,16.700,14.700,0.430,3.600,0.402,0.480,0.839,2.300,2.300,12.000,0.520,25.200,-1.800,-0.600,5.000,15.300,0.800,0.200,12.300,-0.011,-4.700,2019,6.500,0.000,,0,0,1.000
Pascal Siakam,24,TOR,80,31.900,6.900,3.100,0.900,0.700,16.900,11.800,0.549,2.700,0.369,0.591,0.785,1.900,3.000,18.700,0.628,20.800,2.800,9.300,11.600,14.600,1.400,1.700,12.500,0.175,2.400,2019,11.600,0.000,,0,0,0.976
Ben Simmons,22,PHI,79,34.200,8.800,7.700,1.400,0.800,16.900,12.200,0.563,0.100,0.000,0.563,0.600,3.500,2.600,20.000,0.582,22.100,3.800,8.200,13.700,34.200,2.000,1.800,19.300,0.146,3.600,2019,18.700,0.000,,0,0,0.963
Marcus Smart,24,BOS,80,27.500,2.900,4.000,1.800,0.400,8.900,7.100,0.422,4.300,0.364,0.533,0.806,1.500,2.500,13.100,0.568,14.600,1.500,5.300,5.700,19.100,3.100,1.100,16.500,0.116,0.800,2019,9.100,0.000,,0,0,0.976
Jayson Tatum,20,BOS,79,31.100,6.000,2.100,1.100,0.700,15.700,13.100,0.450,3.900,0.373,0.506,0.855,1.500,2.100,15.100,0.547,22.100,1.100,5.000,10.400,10.000,1.600,2.100,9.700,0.097,-0.200,2019,9.900,0.000,,0,0,0.963
Jeff Teague,30,MIN,42,30.100,2.500,8.200,1.000,0.400,12.100,9.900,0.423,2.500,0.333,0.465,0.804,2.300,2.100,15.400,0.528,19.300,0.500,2.200,4.500,37.600,1.600,1.200,16.700,0.085,-0.400,2019,12.100,0.000,,0,0,0.512
Klay Thompson,28,GSW,78,34.000,3.800,2.400,1.100,0.600,21.500,18.000,0.467,7.700,0.402,0.553,0.816,1.500,2.000,16.600,0.571,25.600,1.200,5.300,6.000,10.500,1.500,1.500,7.200,0.095,-0.300,2019,7.900,0.000,,0,0,0.951
Tristan Thompson,27,CLE,43,27.900,10.200,2.000,0.700,0.400,10.900,8.800,0.529,0.000,,0.529,0.642,1.400,2.100,18.400,0.551,17.700,0.400,2.600,20.300,11.200,1.200,1.200,12.100,0.105,-0.500,2019,13.300,0.000,,0,0,0.524
Karl-Anthony Towns,23,MIN,77,33.100,12.400,3.400,0.900,1.600,24.400,17.100,0.518,4.600,0.400,0.572,0.836,3.100,3.800,26.300,0.622,28.900,5.100,10.400,20.000,17.200,1.300,4.200,13.700,0.197,6.000,2019,18.300,0.000,,0,0,0.939
P.J. Tucker,33,HOU,82,34.200,5.800,1.200,1.600,0.500,7.300,6.400,0.396,4.700,0.377,0.535,0.695,0.800,3.100,9.200,0.547,9.500,1.000,5.000,9.500,4.600,2.300,1.200,10.300,0.086,-0.600,2019,9.100,0.000,,0,0,1.000
Myles Turner,22,IND,74,28.600,7.200,1.600,0.800,2.700,13.300,10.500,0.487,2.600,0.388,0.536,0.736,1.400,2.600,18.000,0.567,20.000,2.400,6.300,13.900,8.000,1.400,8.400,10.300,0.144,2.500,2019,12.300,0.000,,0,0,0.902
Fred VanVleet,24,TOR,64,27.500,2.600,4.800,0.900,0.300,11.000,9.400,0.410,4.600,0.378,0.503,0.843,1.300,1.700,13.700,0.539,17.900,1.100,4.300,5.100,23.900,1.600,0.900,11.200,0.117,0.500,2019,8.600,0.000,,0,0,0.780
Noah Vonleh,23,NYK,68,25.300,7.800,1.900,0.700,0.800,8.400,6.500,0.470,2.000,0.336,0.523,0.712,1.300,2.600,13.900,0.561,14.800,0.600,3.200,16.000,11.100,1.300,2.500,14.700,0.090,-0.700,2019,11.200,0.000,,0,0,0.829
Nikola Vučević,28,ORL,80,31.400,12.000,3.800,1.000,1.100,20.800,16.900,0.518,2.900,0.364,0.549,0.789,2.000,2.000,25.500,0.573,28.000,5.500,10.100,20.500,21.900,1.600,3.000,9.900,0.193,6.600,2019,17.900,0.000,,0,0,0.976
Dwyane Wade,37,MIA,72,26.200,4.000,4.200,0.800,0.500,15.000,13.300,0.433,3.600,0.330,0.478,0.708,2.300,1.600,15.800,0.510,27.900,1.200,2.400,8.000,26.500,1.500,1.800,13.500,0.061,0.600,2019,9.500,0.000,,0,0,0.878
Dion Waiters,27,MIA,44,25.900,2.600,2.800,0.700,0.200,12.000,10.900,0.414,6.600,0.377,0.528,0.500,1.500,1.600,11.400,0.530,21.100,0.300,1.200,5.400,16.400,1.200,0.700,11.400,0.052,-1.100,2019,6.300,0.000,,0,0,0.537
Kemba Walker,28,CHO,82,34.900,4.400,5.900,1.200,0.400,25.600,20.500,0.434,8.900,0.356,0.511,0.844,2.600,1.600,21.700,0.558,31.500,4.400,7.400,6.800,29.400,1.700,1.000,10.100,0.123,4.200,2019,11.900,0.000,,0,0,1.000
John Wall,28,WAS,32,34.500,3.600,8.700,1.500,0.900,20.700,17.300,0.444,5.300,0.302,0.490,0.697,3.800,2.200,18.000,0.527,28.800,0.800,1.200,5.700,39.200,2.100,2.200,16.100,0.051,0.900,2019,14.700,0.000,,0,0,0.390
T.J. Warren,25,PHO,43,31.600,4.000,1.500,1.200,0.700,18.000,14.200,0.486,4.200,0.428,0.549,0.815,1.200,2.800,16.300,0.580,22.700,0.600,2.100,7.100,7.700,1.800,1.800,7.200,0.074,-0.200,2019,7.400,0.000,,0,0,0.524
Derrick White,24,SAS,67,25.800,3.700,3.900,1.000,0.700,9.900,8.100,0.479,2.100,0.338,0.523,0.772,1.400,2.200,14.800,0.555,17.700,1.300,3.600,7.800,21.000,1.900,2.300,14.000,0.101,0.900,2019,9.300,0.000,,0,0,0.817
Andrew Wiggins,23,MIN,73,34.800,4.800,2.500,1.000,0.700,18.100,16.600,0.412,4.800,0.339,0.461,0.699,1.900,2.100,12.400,0.493,24.400,-0.600,0.600,7.400,10.900,1.300,1.600,9.300,0.012,-3.000,2019,9.000,0.000,,0,0,0.890
Lou Williams,32,LAC,75,26.600,3.000,5.400,0.800,0.100,20.000,15.200,0.425,3.900,0.361,0.471,0.876,2.400,1.100,21.200,0.554,32.400,2.100,5.100,5.900,33.000,1.300,0.400,11.800,0.123,2.200,2019,9.300,0.000,,0,0,0.915
Marvin Williams,32,CHO,75,28.400,5.400,1.200,0.900,0.800,10.100,8.700,0.422,5.100,0.366,0.529,0.767,0.600,2.100,12.600,0.548,14.900,0.900,3.800,10.300,6.100,1.600,2.500,6.400,0.086,-0.300,2019,8.300,0.000,,0,0,0.915
Justise Winslow,22,MIA,66,29.700,5.400,4.300,1.100,0.300,12.600,11.300,0.433,3.900,0.375,0.497,0.628,2.200,2.700,12.800,0.513,20.800,0.700,2.800,9.600,21.900,1.800,0.900,14.900,0.067,-0.600,2019,11.100,0.000,,0,0,0.805
Thaddeus Young,30,IND,81,30.700,6.500,2.500,1.500,0.400,12.600,10.400,0.527,1.800,0.349,0.557,0.644,1.500,2.400,16.200,0.569,18.000,2.200,6.900,11.700,12.000,2.400,1.300,12.000,0.133,1.500,2019,10.900,0.000,,0,0,0.988
Trae Young,20,ATL,81,30.900,3.700,8.100,0.900,0.200,19.100,15.500,0.418,6.000,0.324,0.480,0.829,3.800,1.700,17.000,0.539,28.400,0.900,3.300,6.300,40.500,1.300,0.500,17.600,0.062,-0.600,2019,12.900,0.000,,0,0,0.988
Cody Zeller,26,CHO,49,25.400,6.800,2.100,0.800,0.800,10.100,7.000,0.551,0.400,0.273,0.559,0.787,1.300,3.300,17.200,0.611,16.300,0.700,3.900,14.500,12.100,1.500,2.900,13.200,0.150,0.100,2019,10.500,0.000,,0,0,0.598
Steven Adams,24,OKC,76,32.700,9.000,1.200,1.200,1.000,13.900,9.400,0.629,0.000,0.000,0.629,0.559,1.700,2.800,20.600,0.630,16.700,2.000,9.700,15.300,5.500,1.800,2.800,13.300,0.187,1.100,2018,12.400,0.000,,0,0,0.927
Al-Farouq Aminu,27,POR,69,30.000,7.600,1.200,1.100,0.600,9.300,8.400,0.395,4.900,0.369,0.503,0.738,1.100,2.000,12.000,0.522,14.800,1.300,4.200,13.800,5.800,1.900,1.600,11.300,0.097,0.400,2018,10.500,0.000,,0,0,0.841
Kyle Anderson,24,SAS,74,26.700,5.400,2.700,1.600,0.800,7.900,5.900,0.527,0.800,0.333,0.549,0.712,1.300,1.500,15.900,0.582,13.500,2.400,6.200,11.100,14.700,2.900,2.500,15.800,0.151,2.900,2018,10.500,0.000,,0,0,0.902
Ryan Anderson,29,HOU,66,26.100,5.000,0.900,0.400,0.300,9.300,7.300,0.431,5.100,0.386,0.568,0.774,0.600,1.900,12.600,0.592,14.400,0.900,4.800,10.800,5.100,0.700,1.000,7.500,0.132,0.100,2018,6.600,0.000,,0,0,0.805
Carmelo Anthony,33,OKC,78,32.100,5.800,1.300,0.600,0.600,16.200,15.000,0.404,6.100,0.357,0.476,0.767,1.300,2.500,12.700,0.503,23.200,0.000,3.700,10.000,6.500,0.900,1.800,7.300,0.071,-1.900,2018,8.300,0.000,,0,0,0.951
Trevor Ariza,32,HOU,67,33.900,4.400,1.600,1.500,0.200,11.700,9.700,0.412,6.900,0.368,0.542,0.854,0.800,2.000,11.800,0.567,14.400,1.500,5.300,7.300,6.800,2.100,0.500,7.000,0.113,0.700,2018,7.700,0.000,,0,0,0.817
Lonzo Ball,20,LAL,52,34.200,6.900,7.200,1.700,0.800,10.200,10.800,0.360,5.700,0.305,0.440,0.451,2.600,2.300,12.500,0.444,17.400,1.300,2.000,10.800,29.200,2.400,2.000,18.600,0.053,1.000,2018,16.600,0.000,,0,0,0.634
Harrison Barnes,25,DAL,77,34.200,6.100,2.000,0.600,0.200,18.900,15.700,0.445,4.300,0.357,0.494,0.827,1.500,1.200,15.800,0.539,25.200,1.000,3.800,9.900,9.900,0.900,0.500,8.100,0.070,-0.500,2018,8.900,0.000,,0,0,0.939
Will Barton,27,DEN,81,33.100,5.000,4.100,1.000,0.600,15.700,12.700,0.452,5.200,0.370,0.528,0.805,1.800,2.100,16.200,0.562,20.700,2.100,6.200,8.600,18.500,1.500,1.600,11.700,0.111,1.100,2018,10.700,0.000,,0,0,0.988
Nicolas Batum,29,CHO,64,31.000,4.800,5.500,1.000,0.400,11.600,10.200,0.415,4.300,0.336,0.486,0.831,2.000,1.100,14.400,0.523,18.300,1.200,3.500,8.400,26.200,1.600,1.000,15.600,0.084,0.400,2018,11.700,0.000,,0,0,0.780
Kent Bazemore,28,ATL,65,27.500,3.800,3.500,1.500,0.700,12.900,10.400,0.420,4.200,0.394,0.500,0.796,2.400,2.300,14.500,0.547,22.500,1.200,2.200,7.700,20.100,2.700,2.200,17.000,0.059,0.600,2018,9.500,0.000,,0,0,0.793
Bradley Beal,24,WAS,82,36.300,4.400,4.500,1.200,0.400,22.600,18.100,0.460,6.500,0.375,0.527,0.791,2.600,2.000,18.400,0.564,27.600,3.100,6.900,6.900,21.000,1.600,1.100,11.500,0.111,2.200,2018,10.500,0.000,,0,0,1.000
Dragan Bender,20,PHO,82,25.200,4.400,1.600,0.300,0.600,6.500,5.900,0.386,3.900,0.366,0.508,0.765,1.400,2.000,7.100,0.524,12.700,-0.900,0.100,9.300,8.900,0.500,2.100,18.100,0.001,-3.700,2018,6.900,0.000,,0,0,1.000
Patrick Beverley,29,LAC,11,30.400,4.100,2.900,1.700,0.500,12.200,10.800,0.403,5.500,0.400,0.504,0.824,2.300,3.100,12.400,0.530,19.600,0.200,0.400,7.400,13.800,2.800,1.300,16.500,0.056,0.500,2018,9.200,0.000,,0,0,0.134
Bogdan Bogdanović,25,SAC,78,27.900,2.900,3.300,0.900,0.200,11.800,9.900,0.446,4.200,0.392,0.529,0.840,1.600,2.200,13.500,0.556,19.600,0.300,2.900,5.800,18.300,1.700,0.700,13.200,0.064,-1.500,2018,7.300,0.000,,0,0,0.951
Bojan Bogdanović,28,IND,80,30.800,3.400,1.500,0.700,0.100,14.300,10.700,0.474,4.800,0.402,0.565,0.868,1.300,1.600,13.900,0.605,19.000,0.800,5.400,6.200,7.100,1.100,0.300,10.100,0.105,-0.700,2018,5.700,0.000,,0,0,0.976
Devin Booker,21,PHO,54,34.500,4.500,4.700,0.900,0.300,24.900,19.500,0.432,7.100,0.383,0.501,0.878,3.600,3.100,18.100,0.561,31.700,1.400,2.400,7.000,24.400,1.200,0.600,13.900,0.063,0.900,2018,10.400,0.000,,0,0,0.659
Malcolm Brogdon,25,MIL,48,29.900,3.300,3.200,0.900,0.300,13.000,10.500,0.485,3.400,0.385,0.547,0.882,1.400,2.700,14.300,0.578,19.100,0.300,2.700,6.400,16.300,1.400,0.800,10.900,0.091,-1.200,2018,7.700,0.000,,0,0,0.585
Dillon Brooks,22,MEM,82,28.700,3.100,1.600,0.900,0.200,11.000,9.400,0.440,3.200,0.356,0.501,0.747,1.500,2.800,9.800,0.531,18.500,-1.200,1.200,6.300,9.300,1.600,0.700,12.800,0.024,-4.000,2018,5.800,0.000,,0,0,1.000
MarShon Brooks,29,MEM,7,27.600,3.000,3.600,1.600,0.400,20.100,14.600,0.500,4.600,0.594,0.593,0.870,2.300,0.900,26.100,0.629,29.800,0.400,0.700,6.300,25.900,2.900,1.500,12.500,0.179,7.100,2018,8.600,0.000,,0,0,0.085
Jaylen Brown,21,BOS,70,30.700,4.900,1.600,1.000,0.400,14.500,11.500,0.465,4.400,0.395,0.540,0.644,1.800,2.600,13.600,0.562,21.400,0.800,4.500,8.800,8.500,1.600,1.000,12.000,0.100,-0.500,2018,7.900,0.000,,0,0,0.854
Reggie Bullock,26,DET,62,27.900,2.500,1.500,0.800,0.200,11.300,8.800,0.489,4.500,0.445,0.603,0.796,0.800,1.100,13.600,0.615,15.700,1.200,4.200,4.900,8.400,1.400,0.700,7.600,0.117,0.700,2018,5.000,0.000,,0,0,0.756
Kentavious Caldwell-Pope,24,LAL,74,33.200,5.200,2.200,1.400,0.200,13.400,10.800,0.426,5.600,0.383,0.526,0.789,1.300,2.000,13.200,0.561,16.900,1.400,5.300,8.400,9.400,2.100,0.500,9.900,0.103,0.300,2018,9.000,0.000,,0,0,0.902
Clint Capela,23,HOU,74,27.500,10.800,0.900,0.800,1.900,13.900,9.100,0.652,0.000,0.000,0.652,0.560,1.400,2.500,24.500,0.650,19.400,2.800,10.200,22.200,5.700,1.400,5.700,11.500,0.242,3.400,2018,14.400,0.000,,0,0,0.902
DeMarre Carroll,31,BRK,73,29.900,6.600,2.000,0.800,0.400,13.500,10.800,0.414,5.400,0.371,0.506,0.764,1.400,2.300,14.300,0.550,19.800,1.200,4.100,11.700,10.500,1.300,1.000,10.300,0.091,0.200,2018,9.800,0.000,,0,0,0.890
Willie Cauley-Stein,24,SAC,73,28.000,7.000,2.400,1.100,0.900,12.800,10.600,0.502,0.200,0.250,0.504,0.619,1.500,2.500,17.600,0.529,21.800,1.000,3.900,14.200,13.700,1.900,3.100,11.000,0.092,-0.100,2018,11.400,0.000,,0,0,0.890
Tyson Chandler,35,PHO,46,25.000,9.100,1.200,0.300,0.600,6.500,4.100,0.647,0.000,,0.647,0.624,1.300,2.300,14.200,0.658,10.600,0.200,2.700,19.400,6.600,0.700,1.900,20.600,0.111,-1.400,2018,11.200,0.000,,0,0,0.561
Wilson Chandler,30,DEN,74,31.700,5.400,2.100,0.600,0.500,10.000,8.500,0.445,3.300,0.358,0.515,0.772,1.200,2.100,10.900,0.542,14.300,-0.100,3.300,9.600,9.400,0.900,1.400,11.900,0.067,-2.100,2018,8.600,0.000,,0,0,0.902
Darren Collison,30,IND,69,29.200,2.600,5.300,1.300,0.200,12.400,9.200,0.495,3.000,0.468,0.571,0.882,1.200,1.800,18.800,0.610,17.400,2.400,7.600,5.000,26.400,2.300,0.700,10.900,0.181,2.700,2018,9.400,0.000,,0,0,0.841
Mike Conley,30,MEM,12,31.100,2.300,4.100,1.000,0.300,17.100,14.000,0.381,6.400,0.312,0.452,0.803,1.500,2.000,15.400,0.520,25.900,0.200,0.600,4.200,22.200,1.600,0.800,8.400,0.077,0.500,2018,7.700,0.000,,0,0,0.146
DeMarcus Cousins,27,NOP,48,36.200,12.900,5.400,1.600,1.600,25.200,18.000,0.470,6.100,0.354,0.530,0.746,5.000,3.800,22.600,0.583,31.900,2.900,4.700,19.200,23.000,2.200,3.500,18.900,0.130,4.700,2018,21.500,0.000,,0,0,0.585
Robert Covington,27,PHI,80,31.700,5.400,2.000,1.700,0.900,12.600,10.500,0.413,6.900,0.369,0.534,0.853,1.600,3.000,12.900,0.563,17.200,2.300,6.100,9.200,8.700,2.600,2.400,12.300,0.116,1.500,2018,10.000,0.000,,0,0,0.976
Allen Crabbe,25,BRK,75,29.300,4.300,1.600,0.600,0.500,13.200,11.000,0.407,7.100,0.378,0.529,0.852,1.000,2.200,12.300,0.558,19.000,0.700,3.200,7.800,8.400,1.000,1.200,8.100,0.070,-0.700,2018,7.000,0.000,,0,0,0.915
Spencer Dinwiddie,24,BRK,80,28.800,3.200,6.600,0.900,0.300,12.600,10.500,0.387,5.400,0.326,0.471,0.813,1.600,2.300,15.900,0.527,20.300,1.500,5.700,6.000,35.000,1.400,0.700,11.800,0.118,0.600,2018,11.000,0.000,,0,0,0.976
Goran Dragić,31,MIA,75,31.700,4.100,4.800,0.800,0.200,17.300,14.300,0.450,4.000,0.370,0.502,0.801,2.200,2.400,16.600,0.543,25.700,1.400,5.300,7.200,25.400,1.300,0.400,12.200,0.106,0.300,2018,9.900,0.000,,0,0,0.915
Andre Drummond,24,DET,78,33.700,16.000,3.000,1.500,1.600,15.000,11.300,0.529,0.100,0.000,0.529,0.605,2.600,3.200,22.900,0.555,21.200,3.400,10.300,26.200,14.300,2.200,4.300,15.900,0.189,3.200,2018,22.100,0.000,,0,0,0.951
Kris Dunn,23,CHI,52,29.300,4.300,6.000,2.000,0.500,13.400,12.800,0.429,2.600,0.321,0.462,0.737,2.900,3.300,14.500,0.488,24.700,0.300,0.900,7.800,33.300,3.300,1.600,17.300,0.027,-1.300,2018,12.800,0.000,,0,0,0.634
Wayne Ellington,30,MIA,77,26.500,2.800,1.000,0.700,0.100,11.200,9.100,0.407,7.500,0.392,0.569,0.859,0.700,1.200,12.500,0.588,17.300,1.200,4.500,6.000,5.900,1.300,0.300,6.600,0.105,0.400,2018,4.600,0.000,,0,0,0.939
Tyreke Evans,28,MEM,52,30.900,5.100,5.200,1.100,0.300,19.400,15.600,0.452,5.500,0.399,0.523,0.785,2.300,1.800,21.100,0.561,28.400,2.600,4.200,9.500,31.200,1.800,1.000,11.500,0.126,4.500,2018,11.700,0.000,,0,0,0.634
Derrick Favors,26,UTA,77,28.000,7.200,1.300,0.700,1.100,12.300,9.100,0.563,0.800,0.222,0.573,0.651,1.100,2.100,18.800,0.593,18.500,1.900,8.000,14.600,7.800,1.300,3.200,9.900,0.179,1.500,2018,10.300,0.000,,0,0,0.939
Yogi Ferrell,24,DAL,82,27.800,3.000,2.500,0.800,0.100,10.200,8.900,0.426,4.400,0.373,0.518,0.796,1.000,1.900,11.400,0.540,17.000,0.400,3.000,6.100,13.500,1.400,0.400,9.100,0.064,-1.400,2018,6.400,0.000,,0,0,1.000
Evan Fournier,25,ORL,57,32.200,3.200,2.900,0.800,0.300,17.800,14.100,0.459,5.900,0.379,0.538,0.867,1.700,2.400,15.500,0.577,23.300,0.700,3.300,5.400,14.800,1.300,0.700,9.800,0.087,-0.600,2018,7.200,0.000,,0,0,0.695
De'Aaron Fox,20,SAC,73,27.800,2.800,4.400,1.000,0.300,11.600,10.900,0.412,2.100,0.307,0.441,0.723,2.400,2.200,11.200,0.478,23.400,-1.100,-0.600,5.700,24.600,1.700,0.900,16.400,-0.014,-4.200,2018,8.500,0.000,,0,0,0.890
Enes Freedom,25,NYK,71,25.800,11.000,1.500,0.500,0.500,14.100,10.000,0.592,0.000,0.000,0.592,0.848,1.700,2.600,24.000,0.630,21.800,1.900,7.600,23.600,9.400,1.000,1.700,13.300,0.198,2.200,2018,13.500,0.000,,0,0,0.866
Danilo Gallinari,29,LAC,21,32.000,4.800,2.000,0.600,0.500,15.300,12.200,0.398,5.300,0.324,0.469,0.931,1.200,1.400,13.800,0.545,20.600,0.300,1.200,8.300,8.900,0.900,1.200,8.100,0.088,-0.500,2018,7.900,0.000,,0,0,0.256
Marc Gasol,33,MEM,73,33.000,8.100,4.200,0.700,1.400,17.200,14.200,0.420,4.400,0.341,0.473,0.834,2.700,2.500,17.400,0.532,25.600,2.700,4.000,14.200,21.700,1.100,3.900,14.100,0.080,2.300,2018,14.400,0.000,,0,0,0.890
Paul George,27,OKC,79,36.600,5.700,3.300,2.000,0.500,21.900,17.000,0.430,7.700,0.401,0.521,0.822,2.700,2.900,18.700,0.570,25.700,3.600,8.900,8.600,14.500,2.800,1.200,12.200,0.147,2.900,2018,11.500,0.000,,0,0,0.963
Taj Gibson,32,MIN,82,33.200,7.100,1.200,0.800,0.700,12.200,9.000,0.577,0.400,0.200,0.581,0.768,1.100,2.700,15.400,0.610,14.700,1.000,7.200,12.400,5.200,1.100,1.900,9.800,0.126,-0.500,2018,9.800,0.000,,0,0,1.000
Rudy Gobert,25,UTA,56,32.400,10.700,1.400,0.800,2.300,13.500,7.900,0.622,0.000,,0.622,0.682,1.900,2.700,20.700,0.657,16.900,2.500,8.100,18.800,6.900,1.200,6.000,15.700,0.214,3.400,2018,15.200,0.000,,0,0,0.683
Aaron Gordon,22,ORL,58,32.900,7.900,2.300,1.000,0.800,17.600,14.900,0.434,5.900,0.336,0.500,0.698,1.800,1.900,16.500,0.530,24.700,1.100,2.900,13.200,11.700,1.500,1.900,10.000,0.072,0.300,2018,12.000,0.000,,0,0,0.707
Eric Gordon,29,HOU,69,31.200,2.500,2.200,0.600,0.400,18.000,14.100,0.428,8.800,0.359,0.540,0.809,1.900,1.700,15.200,0.578,24.700,1.300,4.700,4.400,11.700,1.000,1.100,10.800,0.105,0.400,2018,5.700,0.000,,0,0,0.841
Marcin Gortat,33,WAS,82,25.300,7.600,1.800,0.500,0.700,8.400,6.800,0.518,0.000,,0.518,0.675,1.200,2.100,14.700,0.546,15.500,0.800,4.900,17.000,10.600,1.000,2.600,13.500,0.113,-0.600,2018,10.600,0.000,,0,0,1.000
Danny Green,30,SAS,70,25.600,3.600,1.600,0.900,1.100,8.600,8.000,0.387,4.600,0.363,0.490,0.769,1.100,1.700,11.400,0.509,16.600,1.100,2.900,7.700,8.900,1.800,3.700,11.200,0.078,0.400,2018,7.200,0.000,,0,0,0.854
Draymond Green,27,GSW,70,32.700,7.600,7.300,1.400,1.300,11.000,8.800,0.454,3.700,0.301,0.516,0.775,2.900,2.600,16.100,0.556,17.200,2.800,6.100,13.100,29.000,2.000,3.100,22.500,0.127,2.800,2018,17.600,0.000,,0,0,0.854
JaMychal Green,27,MEM,55,28.000,8.400,1.400,0.600,0.500,10.300,8.900,0.457,2.300,0.339,0.501,0.721,1.400,2.800,14.000,0.530,17.800,-0.100,2.600,17.400,8.300,1.000,1.500,12.400,0.079,-2.300,2018,10.900,0.000,,0,0,0.671
Tim Hardaway Jr.,25,NYK,57,33.100,3.900,2.700,1.100,0.200,17.500,15.000,0.421,7.200,0.317,0.496,0.816,1.600,2.200,14.400,0.533,23.800,0.700,2.600,6.600,12.700,1.600,0.500,9.000,0.067,-0.600,2018,7.900,0.000,,0,0,0.695
